name;suspiciousness_value
org.apache.commons.fileupload.disk$DiskFileItem#writeObject(java.io.ObjectOutputStream.9128709291752769
org.apache.commons.fileupload.disk$DiskFileItem#writeObject(java.io.ObjectOutput):642;1.0
org.apache.commons.fileupload.disk$DiskFileItem#writeObject(java.io.ObjectOutputStream):641;0Stream):649;0.9128709291752769
org.apache.commons.fileupload.disk$DiskFileItem#writeObject(java.io.ObjectOutputStream):650;0.9128709291752769
org.apache.commons.fileupload.disk$DiskFileItem#readObject(java.io.ObjectInputStream):664;0.9128709291752769
org.apache.commons.fileupload.disk$DiskFileItem#readObject(java.io.ObjectInputStream):667;0.9128709291752769
org.apache.commons.fileupload.disk$DiskFileItem#isInMemory():273;0.6708203932499369
org.apache.commons.fileupload.disk$DiskFileItem#getSize():289;0.6708203932499369
org.apache.commons.fileupload.disk$DiskFileItem#get():305;0.5590169943749475
org.apache.commons.fileupload.disk$DiskFileItem#get():306;0.5590169943749475
org.apache.commons.fileupload.disk$DiskFileItem#get():308;0.5590169943749475
org.apache.commons.fileupload.disk$DiskFileItem#isInMemory():272;0.5270462766947299
org.apache.commons.fileupload.disk$DiskFileItem#isInMemory():275;0.5270462766947299
org.apache.commons.fileupload.disk$DiskFileItem#get():304;0.5270462766947299
org.apache.commons.fileupload.disk$DiskFileItemFactory#createItem(java.lang.String,java.lang.String,boolean,java.lang.String):195;0.4879500364742666
org.apache.commons.fileupload.disk$DiskFileItemFactory#createItem(java.lang.String,java.lang.String,boolean,java.lang.String):197;0.4879500364742666
org.apache.commons.fileupload.disk$DiskFileItemFactory#createItem(java.lang.String,java.lang.String,boolean,java.lang.String):198;0.4879500364742666
org.apache.commons.fileupload.disk$DiskFileItemFactory#createItem(java.lang.String,java.lang.String,boolean,java.lang.String):201;0.4879500364742666
org.apache.commons.fileupload.disk$DiskFileItemFactory#getFileCleaningTracker():212;0.4879500364742666
org.apache.commons.fileupload.disk$DiskFileItem#getSize():284;0.4743416490252569
org.apache.commons.fileupload.disk$DiskFileItem#getSize():286;0.4743416490252569
org.apache.commons.fileupload.disk$DiskFileItem#getSize():288;0.4743416490252569
org.apache.commons.fileupload.disk$DiskFileItem#getOutputStream():533;0.4662524041201569
org.apache.commons.fileupload.disk$DiskFileItem#getOutputStream():534;0.4662524041201569
org.apache.commons.fileupload.disk$DiskFileItem#getOutputStream():535;0.4662524041201569
org.apache.commons.fileupload.disk$DiskFileItem#getOutputStream():537;0.4662524041201569
org.apache.commons.fileupload.disk$DiskFileItem#getTempFile():585;0.4662524041201569
org.apache.commons.fileupload.disk$DiskFileItem#getTempFile():586;0.4662524041201569
org.apache.commons.fileupload.disk$DiskFileItem#getTempFile():587;0.4662524041201569
org.apache.commons.fileupload.disk$DiskFileItem#getTempFile():591;0.4662524041201569
org.apache.commons.fileupload.disk$DiskFileItem#getTempFile():593;0.4662524041201569
org.apache.commons.fileupload.disk$DiskFileItem#getTempFile():595;0.4662524041201569
org.apache.commons.fileupload.disk$DiskFileItem#getUniqueId():607;0.4662524041201569
org.apache.commons.fileupload.disk$DiskFileItem#getUniqueId():608;0.4662524041201569
org.apache.commons.fileupload.disk$DiskFileItem#getUniqueId():609;0.4662524041201569
org.apache.commons.fileupload.disk$DiskFileItem#getUniqueId():613;0.4662524041201569
org.apache.commons.fileupload.disk$DiskFileItem#getUniqueId():614;0.4662524041201569
org.apache.commons.fileupload.disk$DiskFileItem#getUniqueId():616;0.4662524041201569
org.apache.commons.fileupload.disk$DiskFileItem#DiskFileItem(java.lang.String,java.lang.String,boolean,java.lang.String,int,java.io.File):191;0.4472135954999579
org.apache.commons.fileupload.disk$DiskFileItem#DiskFileItem(java.lang.String,java.lang.String,boolean,java.lang.String,int,java.io.File):132;0.4472135954999579
org.apache.commons.fileupload.disk$DiskFileItem#DiskFileItem(java.lang.String,java.lang.String,boolean,java.lang.String,int,java.io.File):192;0.4472135954999579
org.apache.commons.fileupload.disk$DiskFileItem#DiskFileItem(java.lang.String,java.lang.String,boolean,java.lang.String,int,java.io.File):193;0.4472135954999579
org.apache.commons.fileupload.disk$DiskFileItem#DiskFileItem(java.lang.String,java.lang.String,boolean,java.lang.String,int,java.io.File):194;0.4472135954999579
org.apache.commons.fileupload.disk$DiskFileItem#DiskFileItem(java.lang.String,java.lang.String,boolean,java.lang.String,int,java.io.File):195;0.4472135954999579
org.apache.commons.fileupload.disk$DiskFileItem#DiskFileItem(java.lang.String,java.lang.String,boolean,java.lang.String,int,java.io.File):196;0.4472135954999579
org.apache.commons.fileupload.disk$DiskFileItem#DiskFileItem(java.lang.String,java.lang.String,boolean,java.lang.String,int,java.io.File):197;0.4472135954999579
org.apache.commons.fileupload.disk$DiskFileItem#DiskFileItem(java.lang.String,java.lang.String,boolean,java.lang.String,int,java.io.File):198;0.4472135954999579
org.apache.commons.fileupload.disk$DiskFileItemFactory#DiskFileItemFactory(int,java.io.File):120;0.408248290463863
org.apache.commons.fileupload.disk$DiskFileItemFactory#DiskFileItemFactory(int,java.io.File):91;0.408248290463863
org.apache.commons.fileupload.disk$DiskFileItemFactory#DiskFileItemFactory(int,java.io.File):121;0.408248290463863
org.apache.commons.fileupload.disk$DiskFileItemFactory#DiskFileItemFactory(int,java.io.File):122;0.408248290463863
org.apache.commons.fileupload.disk$DiskFileItemFactory#DiskFileItemFactory(int,java.io.File):123;0.408248290463863
org.apache.commons.fileupload.disk$DiskFileItem#getTempFile():588;0.2
org.apache.commons.fileupload.disk$DiskFileItemFactory#DiskFileItemFactory():107;0.0
org.apache.commons.fileupload.disk$DiskFileItemFactory#DiskFileItemFactory():108;0.0
org.apache.commons.fileupload.disk$DiskFileItemFactory#getRepository():137;0.0
org.apache.commons.fileupload.disk$DiskFileItemFactory#setRepository(java.io.File):150;0.0
org.apache.commons.fileupload.disk$DiskFileItemFactory#setRepository(java.io.File):151;0.0
org.apache.commons.fileupload.disk$DiskFileItemFactory#getSizeThreshold():162;0.0
org.apache.commons.fileupload.disk$DiskFileItemFactory#setSizeThreshold(int):174;0.0
org.apache.commons.fileupload.disk$DiskFileItemFactory#setSizeThreshold(int):175;0.0
org.apache.commons.fileupload.disk$DiskFileItemFactory#createItem(java.lang.String,java.lang.String,boolean,java.lang.String):199;0.0
org.apache.commons.fileupload.disk$DiskFileItemFactory#setFileCleaningTracker(org.apache.commons.io.FileCleaningTracker):224;0.0
org.apache.commons.fileupload.disk$DiskFileItemFactory#setFileCleaningTracker(org.apache.commons.io.FileCleaningTracker):225;0.0
org.apache.commons.fileupload.disk$DiskFileItem#getInputStream():213;0.0
org.apache.commons.fileupload.disk$DiskFileItem#getInputStream():214;0.0
org.apache.commons.fileupload.disk$DiskFileItem#getInputStream():217;0.0
org.apache.commons.fileupload.disk$DiskFileItem#getInputStream():218;0.0
org.apache.commons.fileupload.disk$DiskFileItem#getInputStream():220;0.0
org.apache.commons.fileupload.disk$DiskFileItem#getContentType():231;0.0
org.apache.commons.fileupload.disk$DiskFileItem#getCharSet():242;0.0
org.apache.commons.fileupload.disk$DiskFileItem#getCharSet():243;0.0
org.apache.commons.fileupload.disk$DiskFileItem#getCharSet():245;0.0
org.apache.commons.fileupload.disk$DiskFileItem#getCharSet():246;0.0
org.apache.commons.fileupload.disk$DiskFileItem#getName():259;0.0
org.apache.commons.fileupload.disk$DiskFileItem#getSize():285;0.0
org.apache.commons.fileupload.disk$DiskFileItem#getSize():287;0.0
org.apache.commons.fileupload.disk$DiskFileItem#getSize():291;0.0
org.apache.commons.fileupload.disk$DiskFileItem#get():311;0.0
org.apache.commons.fileupload.disk$DiskFileItem#get():312;0.0
org.apache.commons.fileupload.disk$DiskFileItem#get():316;0.0
org.apache.commons.fileupload.disk$DiskFileItem#get():317;0.0
org.apache.commons.fileupload.disk$DiskFileItem#get():318;0.0
org.apache.commons.fileupload.disk$DiskFileItem#get():320;0.0
org.apache.commons.fileupload.disk$DiskFileItem#get():321;0.0
org.apache.commons.fileupload.disk$DiskFileItem#get():325;0.0
org.apache.commons.fileupload.disk$DiskFileItem#get():327;0.0
org.apache.commons.fileupload.disk$DiskFileItem#get():330;0.0
org.apache.commons.fileupload.disk$DiskFileItem#get():328;0.0
org.apache.commons.fileupload.disk$DiskFileItem#get():322;0.0
org.apache.commons.fileupload.disk$DiskFileItem#get():323;0.0
org.apache.commons.fileupload.disk$DiskFileItem#get():332;0.0
org.apache.commons.fileupload.disk$DiskFileItem#get():334;0.0
org.apache.commons.fileupload.disk$DiskFileItem#getString(java.lang.String):351;0.0
org.apache.commons.fileupload.disk$DiskFileItem#getString():364;0.0
org.apache.commons.fileupload.disk$DiskFileItem#getString():365;0.0
org.apache.commons.fileupload.disk$DiskFileItem#getString():366;0.0
org.apache.commons.fileupload.disk$DiskFileItem#getString():367;0.0
org.apache.commons.fileupload.disk$DiskFileItem#getString():370;0.0
org.apache.commons.fileupload.disk$DiskFileItem#getString():371;0.0
org.apache.commons.fileupload.disk$DiskFileItem#getString():372;0.0
org.apache.commons.fileupload.disk$DiskFileItem#write(java.io.File):397;0.0
org.apache.commons.fileupload.disk$DiskFileItem#write(java.io.File):398;0.0
org.apache.commons.fileupload.disk$DiskFileItem#write(java.io.File):400;0.0
org.apache.commons.fileupload.disk$DiskFileItem#write(java.io.File):401;0.0
org.apache.commons.fileupload.disk$DiskFileItem#write(java.io.File):403;0.0
org.apache.commons.fileupload.disk$DiskFileItem#write(java.io.File):404;0.0
org.apache.commons.fileupload.disk$DiskFileItem#write(java.io.File):406;0.0
org.apache.commons.fileupload.disk$DiskFileItem#write(java.io.File):407;0.0
org.apache.commons.fileupload.disk$DiskFileItem#write(java.io.File):408;0.0
org.apache.commons.fileupload.disk$DiskFileItem#write(java.io.File):409;0.0
org.apache.commons.fileupload.disk$DiskFileItem#write(java.io.File):411;0.0
org.apache.commons.fileupload.disk$DiskFileItem#write(java.io.File):417;0.0
org.apache.commons.fileupload.disk$DiskFileItem#write(java.io.File):418;0.0
org.apache.commons.fileupload.disk$DiskFileItem#write(java.io.File):419;0.0
org.apache.commons.fileupload.disk$DiskFileItem#write(java.io.File):421;0.0
org.apache.commons.fileupload.disk$DiskFileItem#write(java.io.File):423;0.0
org.apache.commons.fileupload.disk$DiskFileItem#write(java.io.File):425;0.0
org.apache.commons.fileupload.disk$DiskFileItem#write(java.io.File):427;0.0
org.apache.commons.fileupload.disk$DiskFileItem#write(java.io.File):429;0.0
org.apache.commons.fileupload.disk$DiskFileItem#write(java.io.File):432;0.0
org.apache.commons.fileupload.disk$DiskFileItem#write(java.io.File):430;0.0
org.apache.commons.fileupload.disk$DiskFileItem#write(java.io.File):434;0.0
org.apache.commons.fileupload.disk$DiskFileItem#write(java.io.File):436;0.0
org.apache.commons.fileupload.disk$DiskFileItem#write(java.io.File):439;0.0
org.apache.commons.fileupload.disk$DiskFileItem#write(java.io.File):437;0.0
org.apache.commons.fileupload.disk$DiskFileItem#write(java.io.File):441;0.0
org.apache.commons.fileupload.disk$DiskFileItem#write(java.io.File):442;0.0
org.apache.commons.fileupload.disk$DiskFileItem#write(java.io.File):448;0.0
org.apache.commons.fileupload.disk$DiskFileItem#write(java.io.File):452;0.0
org.apache.commons.fileupload.disk$DiskFileItem#delete():462;0.0
org.apache.commons.fileupload.disk$DiskFileItem#delete():463;0.0
org.apache.commons.fileupload.disk$DiskFileItem#delete():464;0.0
org.apache.commons.fileupload.disk$DiskFileItem#delete():465;0.0
org.apache.commons.fileupload.disk$DiskFileItem#delete():467;0.0
org.apache.commons.fileupload.disk$DiskFileItem#getFieldName():479;0.0
org.apache.commons.fileupload.disk$DiskFileItem#setFieldName(java.lang.String):491;0.0
org.apache.commons.fileupload.disk$DiskFileItem#setFieldName(java.lang.String):492;0.0
org.apache.commons.fileupload.disk$DiskFileItem#isFormField():505;0.0
org.apache.commons.fileupload.disk$DiskFileItem#setFormField(boolean):519;0.0
org.apache.commons.fileupload.disk$DiskFileItem#setFormField(boolean):520;0.0
org.apache.commons.fileupload.disk$DiskFileItem#getStoreLocation():556;0.0
org.apache.commons.fileupload.disk$DiskFileItem#getStoreLocation():557;0.0
org.apache.commons.fileupload.disk$DiskFileItem#getStoreLocation():559;0.0
org.apache.commons.fileupload.disk$DiskFileItem#finalize():569;0.0
org.apache.commons.fileupload.disk$DiskFileItem#finalize():571;0.0
org.apache.commons.fileupload.disk$DiskFileItem#finalize():572;0.0
org.apache.commons.fileupload.disk$DiskFileItem#finalize():574;0.0
org.apache.commons.fileupload.disk$DiskFileItem#toString():626;0.0
org.apache.commons.fileupload.disk$DiskFileItem#toString():627;0.0
org.apache.commons.fileupload.disk$DiskFileItem#writeObject(java.io.ObjectOutputStream):644;0.0
org.apache.commons.fileupload.disk$DiskFileItem#writeObject(java.io.ObjectOutputStream):645;0.0
org.apache.commons.fileupload.disk$DiskFileItem#readObject(java.io.ObjectInputStream):668;0.0
org.apache.commons.fileupload.disk$DiskFileItem#readObject(java.io.ObjectInputStream):671;0.0
org.apache.commons.fileupload.disk$DiskFileItem#readObject(java.io.ObjectInputStream):672;0.0
org.apache.commons.fileupload.disk$DiskFileItem#readObject(java.io.ObjectInputStream):673;0.0
org.apache.commons.fileupload.disk$DiskFileItem#readObject(java.io.ObjectInputStream):675;0.0
org.apache.commons.fileupload.disk$DiskFileItem#readObject(java.io.ObjectInputStream):676;0.0
org.apache.commons.fileupload.disk$DiskFileItem#readObject(java.io.ObjectInputStream):677;0.0
org.apache.commons.fileupload.disk$DiskFileItem#readObject(java.io.ObjectInputStream):678;0.0
org.apache.commons.fileupload.disk$DiskFileItem#readObject(java.io.ObjectInputStream):680;0.0
org.apache.commons.fileupload.disk$DiskFileItem#readObject(java.io.ObjectInputStream):682;0.0
org.apache.commons.fileupload.disk$DiskFileItem#readObject(java.io.ObjectInputStream):683;0.0
org.apache.commons.fileupload.disk$DiskFileItem#getHeaders():690;0.0
org.apache.commons.fileupload.disk$DiskFileItem#setHeaders(org.apache.commons.fileupload.FileItemHeaders):698;0.0
org.apache.commons.fileupload.disk$DiskFileItem#setHeaders(org.apache.commons.fileupload.FileItemHeaders):699;0.0
org.apache.commons.fileupload.util$Streams#Streams():37;0.0
org.apache.commons.fileupload.util$Streams#Streams():39;0.0
org.apache.commons.fileupload.util$Streams#copy(java.io.InputStream,java.io.OutputStream,boolean):70;0.0
org.apache.commons.fileupload.util$Streams#copy(java.io.InputStream,java.io.OutputStream,boolean,byte[]):96;0.0
org.apache.commons.fileupload.util$Streams#copy(java.io.InputStream,java.io.OutputStream,boolean,byte[]):97;0.0
org.apache.commons.fileupload.util$Streams#copy(java.io.InputStream,java.io.OutputStream,boolean,byte[]):99;0.0
org.apache.commons.fileupload.util$Streams#copy(java.io.InputStream,java.io.OutputStream,boolean,byte[]):101;0.0
org.apache.commons.fileupload.util$Streams#copy(java.io.InputStream,java.io.OutputStream,boolean,byte[]):102;0.0
org.apache.commons.fileupload.util$Streams#copy(java.io.InputStream,java.io.OutputStream,boolean,byte[]):103;0.0
org.apache.commons.fileupload.util$Streams#copy(java.io.InputStream,java.io.OutputStream,boolean,byte[]):105;0.0
org.apache.commons.fileupload.util$Streams#copy(java.io.InputStream,java.io.OutputStream,boolean,byte[]):106;0.0
org.apache.commons.fileupload.util$Streams#copy(java.io.InputStream,java.io.OutputStream,boolean,byte[]):107;0.0
org.apache.commons.fileupload.util$Streams#copy(java.io.InputStream,java.io.OutputStream,boolean,byte[]):108;0.0
org.apache.commons.fileupload.util$Streams#copy(java.io.InputStream,java.io.OutputStream,boolean,byte[]):111;0.0
org.apache.commons.fileupload.util$Streams#copy(java.io.InputStream,java.io.OutputStream,boolean,byte[]):112;0.0
org.apache.commons.fileupload.util$Streams#copy(java.io.InputStream,java.io.OutputStream,boolean,byte[]):113;0.0
org.apache.commons.fileupload.util$Streams#copy(java.io.InputStream,java.io.OutputStream,boolean,byte[]):114;0.0
org.apache.commons.fileupload.util$Streams#copy(java.io.InputStream,java.io.OutputStream,boolean,byte[]):116;0.0
org.apache.commons.fileupload.util$Streams#copy(java.io.InputStream,java.io.OutputStream,boolean,byte[]):118;0.0
org.apache.commons.fileupload.util$Streams#copy(java.io.InputStream,java.io.OutputStream,boolean,byte[]):120;0.0
org.apache.commons.fileupload.util$Streams#copy(java.io.InputStream,java.io.OutputStream,boolean,byte[]):121;0.0
org.apache.commons.fileupload.util$Streams#copy(java.io.InputStream,java.io.OutputStream,boolean,byte[]):122;0.0
org.apache.commons.fileupload.util$Streams#copy(java.io.InputStream,java.io.OutputStream,boolean,byte[]):124;0.0
org.apache.commons.fileupload.util$Streams#copy(java.io.InputStream,java.io.OutputStream,boolean,byte[]):126;0.0
org.apache.commons.fileupload.util$Streams#copy(java.io.InputStream,java.io.OutputStream,boolean,byte[]):129;0.0
org.apache.commons.fileupload.util$Streams#copy(java.io.InputStream,java.io.OutputStream,boolean,byte[]):127;0.0
org.apache.commons.fileupload.util$Streams#copy(java.io.InputStream,java.io.OutputStream,boolean,byte[]):131;0.0
